Job Title,Company,Location,Salary,Requirements,Years of Experience,Tags,Link
Data Scientist,Wolters Kluwer,"Kalyani, Pune",Not disclosed,"Dive deep into data, doing analysis, and discovering patterns/root causes. Generate ins...",3-5 Yrs,_Training_Compliance_data science_VLOOKUP_Legal_Issue resolution_Data quality_Advanced Excel,https://www.naukri.com/job-listings-data-scientist-wolters-kluwer-financial-services-kalyani-pune-3-to-5-years-281122503351
Hiring For DATA Scientist @ NTT DATA Business Solution India,NTT DATA Business Solutions Private Limited,"Noida, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)","18,00,000 - 20,00,000 PA.","Dear All, We have urgent requirement for Data Science @ NTT DATA Business Solution.Noti...",4-9 Yrs,_Data Science_Artificial Intelligence_Machine Learning_data factory_Databricks_C_Pytorch_CNTK,https://www.naukri.com/job-listings-hiring-for-data-scientist-ntt-data-business-solution-india-ntt-data-business-solutions-private-limited-noida-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-mumbai-all-areas-4-to-9-years-221122913792
Data Scientist -II,SuccessR Hrtech Pvt Ltd,Temp. WFH - Bangalore/Bengaluru,Not disclosed,You should be passionate about working with data sets and be someone who loves to bring...,2-5 Yrs,_Data Science_Pytorch_Tensorflow_NLP_No SQL_Machine Learning_Deep Learning_Python,https://www.naukri.com/job-listings-data-scientist-ii-successr-hrtech-pvt-ltd-bangalore-bengaluru-2-to-5-years-181122906300
ML / Data Scientist,Gibots,Pune,Not disclosed,The candidate should have a Bachelor s Degree 2 years of experience in ML / Data Scienc...,0-2 Yrs,_analysis_PyTorch_analytical_ML_software architecture_Data Science_communication_Python,https://www.naukri.com/job-listings-ml-data-scientist-gibots-pune-0-to-2-years-181022501324
Data Scientist,Multi Recruit,Bangalore/Bengaluru,"15,00,000 - 20,00,000 PA.",2+ years experience in data science and consultingGood to have: - Experience in the Hea...,1-4 Yrs,_Data Science_Pyspark_Customer Segmentation_Python_SQL_Agile way_data scraping_PowerPoint,https://www.naukri.com/job-listings-data-scientist-multi-recruit-bangalore-bengaluru-1-to-4-years-211122012427
Principal Data Scientist,Novartis,Hyderabad/Secunderabad,Not disclosed,"Experience with good data science practices (version control, unit testing, CI / CD, et...",7-11 Yrs,_Data analysis_Automation_data science_Machine learning_Clinical trials_clinical development_Application development_Operations,https://www.naukri.com/job-listings-principal-data-scientist-novartis-healthcare-pvt-ltd-hyderabad-secunderabad-7-to-11-years-171122502059
Data Analyst,Cargill,Bangalore/Bengaluru,Not disclosed,Bachelor s degree in a related field or equivalent experience Other minimum qualificati...,3-5 Yrs,_database design development_data analysis_data analytics_data mining_data segmentation_Data Analyst,https://www.naukri.com/job-listings-data-analyst-cargill-india-pvt-ltd-bangalore-bengaluru-3-to-5-years-291122915078
Data Analyst,Cargill,Bangalore/Bengaluru,Not disclosed,Bachelors degree in a related field or equivalent experience Proficiency with reporting...,2-4 Yrs,_database design_data analytics_SAP_Data management_Power BI_Alteryx_data visualization_Tableau,https://www.naukri.com/job-listings-data-analyst-cargill-india-pvt-ltd-bangalore-bengaluru-2-to-4-years-291122914429
Data Analyst,Cointab Software,"Mumbai Suburban, Mumbai (All Areas)",Not disclosed,Job Description-We are a rapidly growing SaaS Software Company looking for a Data Analy...,0-2 Yrs,_data analysis_Python_Financial Reporting_Financial Research_VLOOKUP_Node.Js_Advanced Excel_Data Analytics,https://www.naukri.com/job-listings-data-analyst-cointab-software-private-limited-mumbai-suburban-mumbai-all-areas-0-to-2-years-071122001529
Analyst - Data Intelligence Group,TresVista Financial,"Mumbai, Pune, Bangalore/Bengaluru",Not disclosed,Preferably for tier 1 engineering college Experience in the analytics domain will be an...,0-1 Yrs,_Computer science_Industry research_Fund administration_power bi_Data analytics_DBMS_QlikView_Operations,https://www.naukri.com/job-listings-analyst-data-intelligence-group-tresvista-financial-mumbai-pune-bangalore-bengaluru-0-to-1-years-070222501472
Senior Data Scientist,Maruti Techlabs Pvt Ltd,Ahmedabad,Not disclosed,"Good to have knowledge of MLOps pipelines working to support development, experimentati...",4-9 Yrs,_Data Scientist_Artificial Intelligence_Natural Language Processing_Ml Algorithms_Machine Learning_Deep Learning_R_data science,https://www.naukri.com/job-listings-senior-data-scientist-maruti-techlabs-pvt-ltd-ahmedabad-4-to-9-years-221122014411
Senior Data Scientist - R/Python,MNR Solutions Private Limited,Dubai,Not disclosed,Experience in using cloud data platform solutions (ie Experience in building & deploy l...,5-7 Yrs,_Python_data science_Snowflake_cloud data_R_Google Big Query_Data Bricks_SQL,https://www.naukri.com/job-listings-senior-data-scientist-r-python-mnr-solutions-private-limited-dubai-5-to-7-years-211122907507
Analyst - Data Engineer,Dotdash Meredith,Bangalore/Bengaluru,Not disclosed,"Experience in ETL tasks like extracting data from multiple sources, join multiple table...",1-2 Yrs,_Analyst_Database marketing_GIT_Linux_data science_Machine learning_Scheduling_Analytics,https://www.naukri.com/job-listings-analyst-data-engineer-meredith-corporation-bangalore-bengaluru-1-to-2-years-210622500690
Senior Data Scientist,Intelligent Image Management,Kolkata,"3,00,000 - 4,75,000 PA.",Minimum 5+ years experience with big data technologies and machine learningStrong profi...,5-8 Yrs,_data scientist_python_R_node.js_data science_AI_Research_Tableau,https://www.naukri.com/job-listings-senior-data-scientist-intelligent-image-management-kolkata-5-to-8-years-241122005787
Senior Data Analyst,Malabar Group,Mumbai (All Areas),"5,50,000 - 8,00,000 PA.","Strong Values: Adhere to ethical practices, earn trust and build strong relationships Q...",6-8 Yrs,_Data Management_data analysis_market research_Data Analytics_business tools,https://www.naukri.com/job-listings-senior-data-analyst-malabar-group-mumbai-all-areas-6-to-8-years-281122005554
Data Analytics Manager,Seven Consultancy (HR Solution),Mumbai,Not disclosed,JOB DETAILS 1.Lead and develop a team of Data Analysts. 2.Build and maintain relationsh...,4-6 Yrs,_Executive leadership_Data analysis_data science_big data analytics_Process improvement_Data collection_Consultancy_microsoft,https://www.naukri.com/job-listings-data-analytics-manager-seven-consultancy-hr-solution-mumbai-4-to-6-years-290322500312
Statistician- Big Data,Seven Consultancy (HR Solution),Hyderabad/Secunderabad,Not disclosed,"Must have exposure in Time Series, Python-Flask and deployment skills of deploying deve...",3-5 Yrs,_Computer science_deep learning_data science_big data analytics_Machine learning_API Testing_power bi_Database Administrator,https://www.naukri.com/job-listings-statistician-big-data-seven-consultancy-hr-solution-hyderabad-secunderabad-3-to-5-years-280322502304
Data Analytics Manager,Seven Consultancy (HR Solution),Chennai,Not disclosed,JOB DETAILS 1.Lead and develop a team of Data Analysts. 2.Build and maintain relationsh...,3-8 Yrs,_Executive leadership_Data analysis_data science_big data analytics_Process improvement_Data collection_Consultancy_microsoft,https://www.naukri.com/job-listings-data-analytics-manager-seven-consultancy-hr-solution-chennai-3-to-8-years-280322501317
Big data Manager,Seven Consultancy (HR Solution),Mumbai,Not disclosed,"Hands-on experience with the Hadoop stack HDFS, sqoop, kafka, Pulsar, NiFi, Spark, Spar...",4-9 Yrs,_data services_data science_data security_big data analytics_cassandra_Consulting_Hadoop_Programming,https://www.naukri.com/job-listings-big-data-manager-seven-consultancy-hr-solution-mumbai-4-to-9-years-280322501278
Assoc Mgr-Data Analytics,Sutherland Global Services Inc,Hyderabad/Secunderabad,Not disclosed,Understand Data Science problem and provide solution: Discuss with end user and underst...,2-6 Yrs,_MIS_machine learning_IT Skills_Data Science_Mining_Predictive modeling_Data analytics_Analytics,https://www.naukri.com/job-listings-assoc-mgr-data-analytics-sutherland-global-services-inc-hyderabad-secunderabad-2-to-6-years-210722500359
Lead Data Scientist,Freshworks,Hyderabad/Secunderabad,Not disclosed,"Apply knowledge of ML, statistics, and advanced mathematics to conceptualize, experimen...",5-10 Yrs,_IT Skills_Python_Data Science_Machine Learning_Big Data_Backend_SAS_Perl,https://www.naukri.com/job-listings-lead-data-scientist-freshdesk-hyderabad-secunderabad-5-to-10-years-011122501352
Manager - Data Analytics,LOreal,Mumbai,Not disclosed,"Masters in Statistics / biostatistics, Engineering / Masters in Data Sciences or equiva...",3-6 Yrs,_Analytical skills_Statistical modeling_Statistical analysis_data science_Agronomy_Global Strategy_Data analytics_Doe,https://www.naukri.com/job-listings-manager-data-analytics-loreal-india-pvt-ltd-mumbai-3-to-6-years-311022502272
Data Scientist/ Engineer,GiveIndia Foundation,remote,Not disclosed,"Previous data engineering, data mining & analysis experience5 years of experience in Da...",5-10 Yrs,_QA_Backend_Google Analytics_Web analytics_data science_Postgresql_MongoDB_Data mining,https://www.naukri.com/job-listings-data-scientist-engineer-giveindia-foundation-remote-5-to-10-years-171122500132
Data Scientist / Analyst - Delhi NCR,Benchire,Delhi / NCR,Not disclosed,Capability to clearly understand and articulate a data science problem and lead multipl...,3-8 Yrs,_Banking_AI_Tableau_Statistics_SQL_Data Science_Analytics_pandas,https://www.naukri.com/job-listings-data-scientist-analyst-delhi-ncr-benchire-delhi-ncr-3-to-8-years-031122910785
Data Scientist/Analyst,Benchire,Delhi / NCR,Not disclosed,"Responsibilities:Evaluate key performance indicators, provide ongoing reports and recom...",5-10 Yrs,_SQL_Banking_Python_Statistics_Financing_Statistical models_AI_Data Visualization,https://www.naukri.com/job-listings-data-scientist-analyst-benchire-delhi-ncr-5-to-10-years-031122910770
ESG Data Analyst,Institutional Shareholder Services,Mumbai,Not disclosed,"Notebook, Matplotlib, is desirable but not required Experience with Data Mining and Dat...",3-4 Yrs,_Data analysis_Interpersonal skills_Environmental science_data science_Business analytics_ISS_Data Analyst_MS Word,https://www.naukri.com/job-listings-esg-data-analyst-institutional-shareholder-services-inc-mumbai-3-to-4-years-161122501903
Data Analyst,Phonepe,Bangalore/Bengaluru,Not disclosed,3 years of data analytics experience in relevant roles,1-3 Yrs,_Data modeling_Wellness_Data analytics_Medical insurance_QlikView_big data_Financial services_Travel insurance,https://www.naukri.com/job-listings-data-analyst-phonepe-bangalore-bengaluru-1-to-3-years-271022500004
PCN Data Analyst,Arrow Electronics,Bangalore/Bengaluru,Not disclosed,Collects detailed product specifications following the company business processes. Invo...,1-2 Yrs,_Training_Compliance_Data collection_Manager Technology_Data analytics_Data Analyst_Risk management_Support Associate,https://www.naukri.com/job-listings-pcn-data-analyst-arrow-electronics-india-pvt-ltd-bangalore-bengaluru-1-to-2-years-251122500997
Data Analyst - Team Lead,Paytm,"Noida, Bangalore/Bengaluru",Not disclosed,Engineering from IIT or from tier-1 engineering collegeClosely work with Data warehouse...,3-5 Yrs,_EDC_Marketing operations_Data analytics_Data warehousing_Analytics_Financial services_Product marketing_SQL,https://www.naukri.com/job-listings-data-analyst-team-lead-paytm-noida-bangalore-bengaluru-3-to-5-years-201022502980
Data and Analytics Analyst,IBM,Bangalore/Bengaluru,Not disclosed,"Good programming skills in Python, cloud-based ML solutions Shown intent to grow and le...",2-5 Yrs,_Interpersonal skills_Cloud_Programming_Analytics_Python_Azure_AWS_GCP,https://www.naukri.com/job-listings-data-and-analytics-analyst-ibm-india-pvt-limited-bangalore-bengaluru-2-to-5-years-011122915043
Lead Data Analyst,Mobile Premier League (MPL),Bangalore/Bengaluru,Not disclosed,"Experience in creating, collecting, analysing and communicating business insights from ...",4-7 Yrs,_Marketing analytics_Google Analytics_Machine learning_Hypothesis Testing_Data analytics_Predictive analytics_AWS_SQL,https://www.naukri.com/job-listings-lead-data-analyst-mobile-premier-league-bangalore-bengaluru-4-to-7-years-011122501022
PCN Data Analyst,Arrow Electronics,Bangalore/Bengaluru,Not disclosed,Collects detailed product specifications following the company business processes. Invo...,4-9 Yrs,_Training_Compliance_Data collection_Manager Technology_Data Analyst_Data analytics_Risk management_Support Associate,https://www.naukri.com/job-listings-pcn-data-analyst-arrow-electronics-inc-bangalore-bengaluru-4-to-9-years-251122502363
Lead Business Analyst - SaaS Data & Analytics,VMware,Bangalore/Bengaluru,Not disclosed,"Support end-to-end Business Intelligence lifecycle development processes as needed, whi...",10-14 Yrs,_IT Skills_Testing_Cloud_VMware_Automation_Data analysis_Prototype_TDD,https://www.naukri.com/job-listings-lead-business-analyst-saas-data-analytics-vmware-india-bangalore-bengaluru-10-to-14-years-211022500102
Data Analyst,Cargill,Bangalore/Bengaluru,Not disclosed,Bachelor s degree in a related field or equivalent experience Other minimum qualificati...,3-5 Yrs,_Data analysis_Database design_Process improvement_Analytical_Risk assessment_Agile_corporate audit_Data Analyst,https://www.naukri.com/job-listings-data-analyst-cargill-india-pvt-ltd-bangalore-bengaluru-3-to-5-years-051122500039
Data Scientist / Sr. Data Engineer,Privaini Software India Pvt Ltd,Temp. WFH - Bangalore/Bengaluru(Sadashiva Nagar),"5,00,000 - 13,00,000 PA.","and data science libraries such as nltk, numpy, scipy and many others Must be able to i...",5-8 Yrs,_Tensorflow_ALGORITHM_Machine Learning_Pytorch_Python_numpy_scipy_written,https://www.naukri.com/job-listings-data-scientist-sr-data-engineer-privaini-software-india-pvt-ltd-bangalore-bengaluru-5-to-8-years-031122012473
Senior Data Engineer- Chennai& Bangalore,Cavin Infotech,"Chennai, Bangalore/Bengaluru","12,00,000 - 14,00,000 PA.",• Exp in designing and implementing large scale data processing systems/products based ...,7-12 Yrs,_Python_GCP_Azure_Java_SAP_AWS_Data Science_Elt,https://www.naukri.com/job-listings-senior-data-engineer-chennai-bangalore-cavin-infotech-chennai-bangalore-bengaluru-7-to-12-years-231122008908
Data Scientist,BOOKMYSHOW.COM,"Mumbai, Bangalore/Bengaluru",Not disclosed,"You are a keen learner, have an insatiable curiosity, and hands-on execution mindset Yo...",5-10 Yrs,_deep learning_github_orchestration_data science_spark_Machine learning_Packaging_Scheduling,https://www.naukri.com/job-listings-data-scientist-bookmyshow-mumbai-bangalore-bengaluru-5-to-10-years-060822501041
Data Scientist,IDP India,Chennai,Not disclosed,Freedom to enable a new platform with data using the best technology and play a leading...,1-2 Yrs,_advanced analytics_data science_Coding_Data quality_Continuous improvement_SQL_CRM_Python,https://www.naukri.com/job-listings-data-scientist-idp-india-chennai-1-to-2-years-231122504611
Data Scientist For Social Good,CROPIN TECHNOLOGY SOLUTIONS,Bangalore/Bengaluru,Not disclosed,"Preferably PhD or at least Master s degree in Computer Science, Electrical Engineering,...",2-5 Yrs,_machine learning_IT Skills_Data Science_Cloud_Big Data_Electrical engineering_deep learning_Prototype,https://www.naukri.com/job-listings-data-scientist-for-social-good-cropin-technology-solutions-pvt-ltd-bangalore-bengaluru-2-to-5-years-170922500273
Data Scientist - AWS/Python/Big Data Tools,Intelizest Consulting,Chennai,Not disclosed,5+ years of experience in working on risk-based marketing and digital analytics Prefera...,7-12 Yrs,_Hive_HDFS_Shell script_IT Skills_Python_Machine Learning_Cloud_Big Data,https://www.naukri.com/job-listings-data-scientist-aws-python-big-data-tools-intelizest-consulting-chennai-7-to-12-years-211122907743
Avp/lead Manager/manager - Decision Sciences - BFSI,Serving Skill,"Kolkata, Bangalore/Bengaluru",Not disclosed,Decision Sciences (Bangalore)- AVP Job Description : Required Skills : - Open personali...,10-14 Yrs,_Data Science_SAS_Data Management_Data Visualization_Data Warehousing_Tableau_Data Analytics_Statistics,https://www.naukri.com/job-listings-avp-lead-manager-manager-decision-sciences-bfsi-serving-skill-kolkata-bangalore-bengaluru-10-to-14-years-211122906368
Data Scientist - Machine Learning/APICS,CarbyneTech India,Hyderabad/Secunderabad,Not disclosed,Must have APICS CPIM Certification Manufacturing domain - predictive and online quality...,3-8 Yrs,_Machine Learning_Data Science_R_APICS_NLP_Artificial Intelligence_Data Management_Python,https://www.naukri.com/job-listings-data-scientist-machine-learning-apics-carbynetech-india-hyderabad-secunderabad-3-to-8-years-211122904892
Data Scientist | Boutique AI and data consulting Co | Delhi,unnati,"Noida, New Delhi, Gurgaon/Gurugram","2,50,000 - 7,50,000 PA.","Roles and Responsibilities To get transparent and quick status update, apply on:https:/...",2-7 Yrs,_analytics_data science_R_Hadoop_Big Data_SQL_Apache Spark_Python,https://www.naukri.com/job-listings-data-scientist-boutique-ai-and-data-consulting-co-delhi-unnati-noida-new-delhi-gurgaon-gurugram-2-to-7-years-131022009302
Data Scientist,Financial Software Systems(FSS),"Kolkata, Mumbai, Chennai, Bangalore/Bengaluru",Not disclosed,"Collaborate with domain experts, formulate questions, gather, process and analyze bigda...",2-3 Yrs,_deep learning_data science_Data modeling_Bfsi_Machine learning_Agile_Data warehousing_Financial services,https://www.naukri.com/job-listings-data-scientist-financial-software-systems-pvt-ltd-kolkata-mumbai-chennai-bangalore-bengaluru-2-to-3-years-060822500640
Data Scientist / Decision Scientist,Maruti Suzuki,Bangalore/Bengaluru,Not disclosed,Data Scientist Responsibilities: Architect a data based solution for the business probl...,2-6 Yrs,_Cloud computing_data science_Neural networks_Machine learning_Programming_Telematics_data visualization_Automotive,https://www.naukri.com/job-listings-data-scientist-decision-scientist-maruti-suzuki-india-limited-bangalore-bengaluru-2-to-6-years-270722500042
AVP - Data Scientist,Transunion,Mumbai,Not disclosed,Any Bachelor s/ Master s degree with relevant experience in analytics roleS / he should...,8-13 Yrs,_Logistic regression_Automation_customer analytics_data science_Coding_Analytical_Machine learning_Analytics,https://www.naukri.com/job-listings-avp-data-scientist-transunion-software-services-pvt-ltd-mumbai-8-to-13-years-221122501325
Data Scientist - ADAS (Autonomous Vehicle),Talentpath Management Services,Hybrid - Gurgaon/Gurugram,Not disclosed,"Primary Responsibilities:Devise and Develop Strategy for advance, futuristic solutions....",9-14 Yrs,_Data Science_Radar_Lidar_ADAS_Sensors_Stereo camera_machine learning_Computer Vision,https://www.naukri.com/job-listings-data-scientist-adas-autonomous-vehicle-talentpath-management-services-gurgaon-gurugram-9-to-14-years-181122009758
Data Scientist,Covacsis Technologies,Mumbai (All Areas),"20,00,000 - 25,00,000 PA.",Post graduate certification/ degree in data science Only who can join in 30 daysImmedia...,3-5 Yrs,_data science_solution implementation_artificial intelligence_ML_AI,https://www.naukri.com/job-listings-data-scientist-covacsis-technologies-private-limited-mumbai-all-areas-3-to-5-years-181122006729
Data Engineer _AWS,Tiger Analytics,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",Not disclosed,"Design and build scalable data ingestion pipelines to handle real-time streams, CDC eve...",0-4 Yrs,_big data analytics_Debugging_Data processing_AWS_Analytics_Monitoring,https://www.naukri.com/job-listings-data-engineer-aws-tiger-analytics-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-4-years-270722501088
Data Engineer - BI,Tiger Analytics,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",Not disclosed,"Responsibilities Translate business needs to technical specifications Design, build and...",0-4 Yrs,_Performance tuning_Business analysis_Analytical_power bi_Data analytics_Unit testing_Business intelligence_Troubleshooting,https://www.naukri.com/job-listings-data-engineer-bi-tiger-analytics-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-4-years-270722501123
Data Analyst,Allegis Group,Hybrid - Pune,"15,00,000 - 22,50,000 PA.",Good experience in automating the regular tasks using the VBA / Macro scripts7+ years e...,7-12 Yrs,_JIRA_Data Automation_data analysis_Excel_vba_Dashboards_Data Analytics_Macros,https://www.naukri.com/job-listings-data-analyst-allegis-group-pune-7-to-12-years-281122001702
Data Operations Analyst,Eyeota,Pune,Not disclosed,Eyeota is looking for a full-time intern to assist with a data clean up project within ...,0-2 Yrs,_Usage_B2B_Operations Analyst_Excel_Intern_Data analytics_Analyst 2_Forecasting,https://www.naukri.com/job-listings-data-operations-analyst-eyeota-pune-0-to-2-years-250722500219
Data Analyst Advanced Analytics,Perceptive Analytics,Hyderabad/Secunderabad,Not disclosed,Expertise and strong experience in data gathering and analysisGood analytical and commu...,0-3 Yrs,_Project R_Python_analytical_communication_Advance Excel_R_Data modelling_SQL,https://www.naukri.com/job-listings-data-analyst-advanced-analytics-perceptive-analytics-hyderabad-secunderabad-0-to-3-years-100622500775
Senior Data Scientist - R/Python,Career Infosystem,Chennai,Not disclosed,"Team with strong pedagogy : from IIT, NIT, IIM and other leading institutes in India an...",4-8 Yrs,_Python_R_data science_VBA_Data Analysts_solutioning design_SQL,https://www.naukri.com/job-listings-senior-data-scientist-r-python-career-infosystem-chennai-4-to-8-years-101122907946
Senior Data Scientist || Management Consulting Firm ||,BL Consultants ,"Chennai, Bangalore/Bengaluru",Not disclosed,Designation : Senior Data Scientist Exp 6 10 Yrs (5 Yrs minimum in Data scientist is mu...,6-10 Yrs,_python_VBA_R_SQL_analytical_Data Science_Algorithm Development_Data Structures,https://www.naukri.com/job-listings-senior-data-scientist-management-consulting-firm-bl-consultants-chennai-bangalore-bengaluru-6-to-10-years-141122010429
Senior Data Scientist Lead,Gcc Services,Bangalore/Bengaluru,Not disclosed,About AB InBevWe are the worlds leading brewer bringing people together for a better wo...,6-11 Yrs,_python_tensorflow_neural networks_Predictive Modeling_deep learning_data science_Natural Language Processing_machine learning,https://www.naukri.com/job-listings-senior-data-scientist-lead-abinbev-gcc-services-private-limited-bangalore-bengaluru-6-to-11-years-091122909244
Senior Data Scientist,ABINBEV,Hybrid - Bangalore/Bengaluru,Not disclosed,AbInBev WHO WE ARE:We are AB InBev a company on a mission to create a Future with more ...,7-12 Yrs,_data science_deep learning_tensorflow_NLP_Natural Language Processing_Pandas_pytorch_numpy,https://www.naukri.com/job-listings-senior-data-scientist-abinbev-bangalore-bengaluru-7-to-12-years-201022011720
Senior Data Scientist,Media Iq Digital,Bangalore/Bengaluru,Not disclosed,Product/DS Focus- Able to understand the product requirement and able to execute end to...,4-9 Yrs,_data science_Machine learning_Business strategy_Data mining_Digital marketing_Stakeholder management_Analytics_SQL,https://www.naukri.com/job-listings-senior-data-scientist-miq-digital-bangalore-bengaluru-4-to-9-years-161122500299
Senior Data Scientist - Celonis,Gcc Services,Bangalore/Bengaluru,Not disclosed,"Problem solver approach, must be able to systematically identify root cause and define ...",3-6 Yrs,_python_Data Scientist_data engineering_analytics_sql development_data science_sap finance_process mining,https://www.naukri.com/job-listings-senior-data-scientist-celonis-abinbev-gcc-services-private-limited-bangalore-bengaluru-3-to-6-years-160922907701
Python Developer,Pegasus Knowledge Solutions (PKSI),Bangalore/Bengaluru,"4,00,000 - 9,00,000 PA.","* Expert in Python, with knowledge of at least one popular Python framework (like Djang...",3-7 Yrs,_Python Development_Python_HTML5_object - relational mapping ( ORM_Pyramid_Django_Flask_JavaScript,https://www.naukri.com/job-listings-python-developer-pegasus-knowledge-solutions-pksi-bangalore-bengaluru-3-to-7-years-090822003431
Sr. Data Scientist,Selective Global Search Pvt. Ltd.  ,Bangalore/Bengaluru,"20,00,000 - 35,00,000 PA.",Job Location :- Bangalore (Work From Office Only) Note :- Minimum 2 Years stability req...,5-10 Yrs,_Data Science_r_python_Artificial Intelligence_Machine Learning_Deep Learning_sql,https://www.naukri.com/job-listings-sr-data-scientist-selective-global-search-pvt-ltd-bangalore-bengaluru-5-to-10-years-300722001280
Senior Data Scientist,Index Exchange,Bangalore/Bengaluru,Not disclosed,Work experience in complex system engineering environments is a plus Expert in pragmati...,4-8 Yrs,_data science_Data modeling_Analytical_Machine learning_Manager Technology_Wellness_Operations_Analytics,https://www.naukri.com/job-listings-senior-data-scientist-index-exchange-bangalore-bengaluru-4-to-8-years-220922502252
Data Scientist ( Senior ),Hireflex247,Bangalore/Bengaluru,Not disclosed,"Statistics Machine Learning (knowledge and experience): creating data sciences models, ...",5-10 Yrs,_Data Science_Python programming_PDF_IT consulting_Machine learning_Agile_Programming_Database,https://www.naukri.com/job-listings-data-scientist-senior-hireflex247-india-private-limited-bangalore-bengaluru-5-to-10-years-220822500997
Analyst - Data Engineer,Time Analytic &amp; Shared Services Private Limited,Bangalore/Bengaluru,Not disclosed,"Experience in ETL tasks like extracting data from multiple sources, join multiple table...",1-4 Yrs,_Analyst_Database marketing_GIT_Linux_data science_Machine learning_Scheduling_Analytics,https://www.naukri.com/job-listings-analyst-data-engineer-time-analytic-amp-shared-services-private-limited-bangalore-bengaluru-1-to-4-years-210622500561
Senior Data Scientist,Gcc Services,Bangalore/Bengaluru,Not disclosed,"Proficient in SQL queries Optimization Techniques (Bayes, OLS, Adam, Maximum Likelihood...",6-10 Yrs,_Data Science_Tensorflow_Regression_GLM_power bi_SVM_Machine Learning_Numpy,https://www.naukri.com/job-listings-senior-data-scientist-abinbev-gcc-services-private-limited-bangalore-bengaluru-6-to-10-years-160922900654
Senior Data Scientist - AI/ML,Executive Selection India,Bangalore/Bengaluru,Not disclosed,Good to have knowledge on production model monitoring and ML-ops frameworkMinimum 3 yea...,3-8 Yrs,_Python_machine learning_Data Science_Data Scientist_AI_DB design_ML-Ops_AI solutions,https://www.naukri.com/job-listings-senior-data-scientist-ai-ml-executive-selection-india-bangalore-bengaluru-3-to-8-years-111122913542
Senior Data Scientist,Greenizon Agritech Consultancy,Bangalore/Bengaluru,Not disclosed,Graduate or post graduate with experience in solving data science problems Proficient w...,1-2 Yrs,_Data Science_R_Financial Services_Customer Experience_Data Scientist_Neural Networks_Data Visualization_Machine Learning,https://www.naukri.com/job-listings-senior-data-scientist-greenizon-agritech-consultancy-bangalore-bengaluru-1-to-2-years-050122500141
Senior Data Scientist,Decimal Point Analytics,"Chennai, Gurgaon/Gurugram",Not disclosed,Candidate should be research oriented and passionate to learn new technologies and adap...,3-7 Yrs,_Data Science_Data Scientist_Customer Segmentation_Advanced Analytics_Big Data_Time Series_Spark_Machine Learning,https://www.naukri.com/job-listings-senior-data-scientist-decision-point-analytics-chennai-gurgaon-gurugram-3-to-7-years-270821501724
Senior/ Lead Data Scientist,Tiger Analytics,Remote,Not disclosed,10 years total exp of which 6 years of relevant data science experience including hands...,2-8 Yrs,_Team management_data science_Analytical_Consulting_Machine learning_Data processing_Silicon_Analytics,https://www.naukri.com/job-listings-senior-lead-data-scientist-tiger-analytics-remote-2-to-8-years-270722501122
"Sr Manager, Data Visualization Platform Engineer",Pfizer,Mumbai,Not disclosed,ROLE RESPONSIBILITIES Provide direction and support to advance the development of new v...,7-10 Yrs,_Computer science_data science_Artificial Intelligence_Machine learning_Agile_Budgeting_data visualization_Continuous improvement,https://www.naukri.com/job-listings-sr-manager-data-visualization-platform-engineer-pfizer-limited-mumbai-7-to-10-years-290722501338
Senior Data Analyst - Data Modeling/Quality,Get My Parking,Bangalore/Bengaluru,Not disclosed,"This role requires business acumen and good communication skills, along with technical ...",4-9 Yrs,_Data Modeling_Data Quality_Data Management_Data Analytics_Machine Learning_SQL_Python,https://www.naukri.com/job-listings-senior-data-analyst-data-modeling-quality-get-my-parking-bangalore-bengaluru-4-to-9-years-301122910484
Assistant Manager,EXL,Gurgaon/Gurugram,Not disclosed,"Master s or Bachelors degree in math, statistics, economics, computer engineering, busi...",2-6 Yrs,_Gurobi_Data Management_Tableau_Particle Swarm_Convex_Digital Analytics_Power BI_ETL,https://www.naukri.com/job-listings-assistant-manager-exl-services-com-i-pvt-ltd-gurgaon-gurugram-2-to-6-years-241122501924
"Data Scientist (Computer Vision, Machine Learning, AI)",Keyretouch Llp,"Mumbai(Khar West +1), Mumbai Suburban, Mumbai (All Areas)",Not disclosed,Worked on Min. 15 projects. Experience using tools (e.g. Tableau) and data frameworks (...,1-5 Yrs,_Data Science_Robot Programming_Artificial Intelligence_Data Mining_Machine Learning_Tableau_Hadoop_data frameworks,https://www.naukri.com/job-listings-data-scientist-computer-vision-machine-learning-ai-keyretouch-llp-mumbai-mumbai-suburban-mumbai-all-areas-1-to-5-years-191122007498
Data Scientist,Infoobjects,"Singapore, Dubai",Not disclosed,• 3-8 years of experience with at least 3 years in data science / ML AI • Experience on...,3-8 Yrs,_Machine learning_data science_ML AI_Google cloud AI_IT Skills_Cloud_Artificial Intelligence_Natural Language Processing,https://www.naukri.com/job-listings-data-scientist-infoobjects-singapore-dubai-3-to-8-years-181122011829
